,SKU,ITEM,FAMILY,CATEGORY,STORE,DAY,QTY
20201929,15937,692,2,0,5,663,27
20202226,16234,989,2,0,5,663,39
20202435,16443,1198,2,0,5,663,166
20204978,18986,692,2,0,6,663,22
20205275,19283,989,2,0,6,663,54
20205484,19492,1198,2,0,6,663,126
20208027,22035,692,2,0,7,663,19
20208324,22332,989,2,0,7,663,5
20208533,22541,1198,2,0,7,663,12
20211076,25084,692,2,0,8,663,7
20211373,25381,989,2,0,8,663,14
20211582,25590,1198,2,0,8,663,19
20214125,28133,692,2,0,9,663,12
20214422,28430,989,2,0,9,663,14
20214631,28639,1198,2,0,9,663,57
20217174,692,692,2,0,0,664,26
20217471,989,989,2,0,0,664,14
20217680,1198,1198,2,0,0,664,82
20220223,3741,692,2,0,1,664,17
20220520,4038,989,2,0,1,664,7
20220729,4247,1198,2,0,1,664,47
20223272,6790,692,2,0,2,664,22
20223569,7087,989,2,0,2,664,12
20223778,7296,1198,2,0,2,664,98
20226321,9839,692,2,0,3,664,9
20226618,10136,989,2,0,3,664,5
20226827,10345,1198,2,0,3,664,33
20229370,12888,692,2,0,4,664,10
20229667,13185,989,2,0,4,664,14
20229876,13394,1198,2,0,4,664,136
20232419,15937,692,2,0,5,664,16
20232716,16234,989,2,0,5,664,51
20232925,16443,1198,2,0,5,664,173
20235468,18986,692,2,0,6,664,18
20235765,19283,989,2,0,6,664,57
20235974,19492,1198,2,0,6,664,140
20238517,22035,692,2,0,7,664,26
20238814,22332,989,2,0,7,664,15
20239023,22541,1198,2,0,7,664,46
20241566,25084,692,2,0,8,664,8
20241863,25381,989,2,0,8,664,13
20242072,25590,1198,2,0,8,664,28
20244615,28133,692,2,0,9,664,26
20244912,28430,989,2,0,9,664,18
20245121,28639,1198,2,0,9,664,119
20247664,692,692,2,0,0,665,26
20247961,989,989,2,0,0,665,27
20248170,1198,1198,2,0,0,665,56
20250713,3741,692,2,0,1,665,24
20251010,4038,989,2,0,1,665,13
20251219,4247,1198,2,0,1,665,73
20253762,6790,692,2,0,2,665,32
20254059,7087,989,2,0,2,665,18
20254268,7296,1198,2,0,2,665,101
20256811,9839,692,2,0,3,665,8
20257108,10136,989,2,0,3,665,8
20257317,10345,1198,2,0,3,665,20
20259860,12888,692,2,0,4,665,15
20260157,13185,989,2,0,4,665,8
20260366,13394,1198,2,0,4,665,102
20262909,15937,692,2,0,5,665,25
20263206,16234,989,2,0,5,665,66
20263415,16443,1198,2,0,5,665,187
20265958,18986,692,2,0,6,665,15
20266255,19283,989,2,0,6,665,54
20266464,19492,1198,2,0,6,665,123
20269007,22035,692,2,0,7,665,35
20269304,22332,989,2,0,7,665,7
20269513,22541,1198,2,0,7,665,40
20272056,25084,692,2,0,8,665,2
20272353,25381,989,2,0,8,665,14
20272562,25590,1198,2,0,8,665,19
20275105,28133,692,2,0,9,665,21
20275402,28430,989,2,0,9,665,15
20275611,28639,1198,2,0,9,665,76
20278154,692,692,2,0,0,666,21
20278451,989,989,2,0,0,666,6
20278660,1198,1198,2,0,0,666,47
20281203,3741,692,2,0,1,666,19
20281500,4038,989,2,0,1,666,5
20281709,4247,1198,2,0,1,666,51
20284252,6790,692,2,0,2,666,16
20284549,7087,989,2,0,2,666,20
20284758,7296,1198,2,0,2,666,63
20287301,9839,692,2,0,3,666,8
20287598,10136,989,2,0,3,666,4
20287807,10345,1198,2,0,3,666,8
20290350,12888,692,2,0,4,666,4
20290647,13185,989,2,0,4,666,11
20290856,13394,1198,2,0,4,666,78
20293399,15937,692,2,0,5,666,23
20293696,16234,989,2,0,5,666,32
20293905,16443,1198,2,0,5,666,138
20296448,18986,692,2,0,6,666,11
20296745,19283,989,2,0,6,666,40
20296954,19492,1198,2,0,6,666,90
20299497,22035,692,2,0,7,666,23
20299794,22332,989,2,0,7,666,11
20300003,22541,1198,2,0,7,666,28
20302546,25084,692,2,0,8,666,8
20302843,25381,989,2,0,8,666,12
20303052,25590,1198,2,0,8,666,15
20305595,28133,692,2,0,9,666,13
20305892,28430,989,2,0,9,666,18
20306101,28639,1198,2,0,9,666,71
20308644,692,692,2,0,0,667,21
20308941,989,989,2,0,0,667,14
20309150,1198,1198,2,0,0,667,61
20311693,3741,692,2,0,1,667,17
20311990,4038,989,2,0,1,667,5
20312199,4247,1198,2,0,1,667,36
20314742,6790,692,2,0,2,667,10
20315039,7087,989,2,0,2,667,9
20315248,7296,1198,2,0,2,667,61
20317791,9839,692,2,0,3,667,10
20318088,10136,989,2,0,3,667,4
20318297,10345,1198,2,0,3,667,11
20320840,12888,692,2,0,4,667,15
20321137,13185,989,2,0,4,667,8
20321346,13394,1198,2,0,4,667,79
20323889,15937,692,2,0,5,667,35
20324186,16234,989,2,0,5,667,36
20324395,16443,1198,2,0,5,667,153
20326938,18986,692,2,0,6,667,21
20327235,19283,989,2,0,6,667,35
20327444,19492,1198,2,0,6,667,100
20329987,22035,692,2,0,7,667,16
20330284,22332,989,2,0,7,667,2
20330493,22541,1198,2,0,7,667,18
20333036,25084,692,2,0,8,667,8
20333333,25381,989,2,0,8,667,8
20333542,25590,1198,2,0,8,667,18
20336085,28133,692,2,0,9,667,12
20336382,28430,989,2,0,9,667,7
20336591,28639,1198,2,0,9,667,47
20339134,692,692,2,0,0,668,20
20339431,989,989,2,0,0,668,9
20339640,1198,1198,2,0,0,668,32
20342183,3741,692,2,0,1,668,15
20342480,4038,989,2,0,1,668,5
20342689,4247,1198,2,0,1,668,19
20345232,6790,692,2,0,2,668,10
20345529,7087,989,2,0,2,668,16
20345738,7296,1198,2,0,2,668,46
20348281,9839,692,2,0,3,668,3
20348578,10136,989,2,0,3,668,5
20348787,10345,1198,2,0,3,668,20
20351330,12888,692,2,0,4,668,7
20351627,13185,989,2,0,4,668,7
20351836,13394,1198,2,0,4,668,59
20354379,15937,692,2,0,5,668,20
20354676,16234,989,2,0,5,668,20
20354885,16443,1198,2,0,5,668,109
20357428,18986,692,2,0,6,668,16
20357725,19283,989,2,0,6,668,27
20357934,19492,1198,2,0,6,668,82
20360477,22035,692,2,0,7,668,6
20360774,22332,989,2,0,7,668,6
20360983,22541,1198,2,0,7,668,19
20363526,25084,692,2,0,8,668,4
20363823,25381,989,2,0,8,668,8
20364032,25590,1198,2,0,8,668,13
20366575,28133,692,2,0,9,668,14
20366872,28430,989,2,0,9,668,11
20367081,28639,1198,2,0,9,668,38
20369624,692,692,2,0,0,669,24
20369921,989,989,2,0,0,669,9
20370130,1198,1198,2,0,0,669,32
20372673,3741,692,2,0,1,669,11
20372970,4038,989,2,0,1,669,4
20373179,4247,1198,2,0,1,669,24
20375722,6790,692,2,0,2,669,17
20376019,7087,989,2,0,2,669,7
20376228,7296,1198,2,0,2,669,60
20378771,9839,692,2,0,3,669,12
20379068,10136,989,2,0,3,669,5
20379277,10345,1198,2,0,3,669,15
20381820,12888,692,2,0,4,669,8
20382117,13185,989,2,0,4,669,0
20382326,13394,1198,2,0,4,669,41
20384869,15937,692,2,0,5,669,13
20385166,16234,989,2,0,5,669,23
20385375,16443,1198,2,0,5,669,69
20387918,18986,692,2,0,6,669,13
20388215,19283,989,2,0,6,669,26
20388424,19492,1198,2,0,6,669,72
20390967,22035,692,2,0,7,669,9
20391264,22332,989,2,0,7,669,3
20391473,22541,1198,2,0,7,669,18
20394016,25084,692,2,0,8,669,6
20394313,25381,989,2,0,8,669,9
20394522,25590,1198,2,0,8,669,22
20397065,28133,692,2,0,9,669,9
20397362,28430,989,2,0,9,669,13
20397571,28639,1198,2,0,9,669,38
20400114,692,692,2,0,0,670,12
20400411,989,989,2,0,0,670,5
20400620,1198,1198,2,0,0,670,20
20403163,3741,692,2,0,1,670,9
20403460,4038,989,2,0,1,670,2
20403669,4247,1198,2,0,1,670,19
20406212,6790,692,2,0,2,670,6
20406509,7087,989,2,0,2,670,9
20406718,7296,1198,2,0,2,670,40
20409261,9839,692,2,0,3,670,8
20409558,10136,989,2,0,3,670,1
20409767,10345,1198,2,0,3,670,14
20412310,12888,692,2,0,4,670,3
20412607,13185,989,2,0,4,670,7
20412816,13394,1198,2,0,4,670,37
20415359,15937,692,2,0,5,670,20
20415656,16234,989,2,0,5,670,32
20415865,16443,1198,2,0,5,670,74
20418408,18986,692,2,0,6,670,11
20418705,19283,989,2,0,6,670,30
20418914,19492,1198,2,0,6,670,56
20421457,22035,692,2,0,7,670,15
20421754,22332,989,2,0,7,670,4
20421963,22541,1198,2,0,7,670,17
20424506,25084,692,2,0,8,670,7
20424803,25381,989,2,0,8,670,0
20425012,25590,1198,2,0,8,670,13
20427555,28133,692,2,0,9,670,12
20427852,28430,989,2,0,9,670,13
20428061,28639,1198,2,0,9,670,37
20430604,692,692,2,0,0,671,12
20430901,989,989,2,0,0,671,8
20431110,1198,1198,2,0,0,671,32
20433653,3741,692,2,0,1,671,7
20433950,4038,989,2,0,1,671,8
20434159,4247,1198,2,0,1,671,28
20436702,6790,692,2,0,2,671,17
20436999,7087,989,2,0,2,671,12
20437208,7296,1198,2,0,2,671,42
20439751,9839,692,2,0,3,671,5
20440048,10136,989,2,0,3,671,7
20440257,10345,1198,2,0,3,671,19
20442800,12888,692,2,0,4,671,8
20443097,13185,989,2,0,4,671,6
20443306,13394,1198,2,0,4,671,56
20445849,15937,692,2,0,5,671,28
20446146,16234,989,2,0,5,671,27
20446355,16443,1198,2,0,5,671,79
20448898,18986,692,2,0,6,671,20
20449195,19283,989,2,0,6,671,34
20449404,19492,1198,2,0,6,671,68
20451947,22035,692,2,0,7,671,12
20452244,22332,989,2,0,7,671,2
20452453,22541,1198,2,0,7,671,16
20454996,25084,692,2,0,8,671,5
20455293,25381,989,2,0,8,671,12
20455502,25590,1198,2,0,8,671,14
20458045,28133,692,2,0,9,671,14
20458342,28430,989,2,0,9,671,11
20458551,28639,1198,2,0,9,671,31
20461094,692,692,2,0,0,672,16
20461391,989,989,2,0,0,672,20
20461600,1198,1198,2,0,0,672,39
20464143,3741,692,2,0,1,672,11
20464440,4038,989,2,0,1,672,6
20464649,4247,1198,2,0,1,672,22
20467192,6790,692,2,0,2,672,16
20467489,7087,989,2,0,2,672,8
20467698,7296,1198,2,0,2,672,68
20470241,9839,692,2,0,3,672,6
20470538,10136,989,2,0,3,672,6
20470747,10345,1198,2,0,3,672,14
20473290,12888,692,2,0,4,672,12
20473587,13185,989,2,0,4,672,18
20473796,13394,1198,2,0,4,672,72
20476339,15937,692,2,0,5,672,17
20476636,16234,989,2,0,5,672,31
20476845,16443,1198,2,0,5,672,105
20479388,18986,692,2,0,6,672,18
20479685,19283,989,2,0,6,672,37
20479894,19492,1198,2,0,6,672,78
20482437,22035,692,2,0,7,672,18
20482734,22332,989,2,0,7,672,13
20482943,22541,1198,2,0,7,672,15
20485486,25084,692,2,0,8,672,11
20485783,25381,989,2,0,8,672,10
20485992,25590,1198,2,0,8,672,21
20488535,28133,692,2,0,9,672,13
20488832,28430,989,2,0,9,672,18
20489041,28639,1198,2,0,9,672,61
20491584,692,692,2,0,0,673,38
20491881,989,989,2,0,0,673,12
20492090,1198,1198,2,0,0,673,71
20494633,3741,692,2,0,1,673,17
20494930,4038,989,2,0,1,673,14
20495139,4247,1198,2,0,1,673,53
20497682,6790,692,2,0,2,673,28
20497979,7087,989,2,0,2,673,19
20498188,7296,1198,2,0,2,673,79
20500731,9839,692,2,0,3,673,15
20501028,10136,989,2,0,3,673,6
20501237,10345,1198,2,0,3,673,13
20503780,12888,692,2,0,4,673,8
20504077,13185,989,2,0,4,673,5
20504286,13394,1198,2,0,4,673,95
20506829,15937,692,2,0,5,673,35
20507126,16234,989,2,0,5,673,41
20507335,16443,1198,2,0,5,673,154
20509878,18986,692,2,0,6,673,22
20510175,19283,989,2,0,6,673,34
20510384,19492,1198,2,0,6,673,118
20512927,22035,692,2,0,7,673,21
20513224,22332,989,2,0,7,673,8
20513433,22541,1198,2,0,7,673,16
20515976,25084,692,2,0,8,673,10
20516273,25381,989,2,0,8,673,20
20516482,25590,1198,2,0,8,673,16
20519025,28133,692,2,0,9,673,23
20519322,28430,989,2,0,9,673,11
20519531,28639,1198,2,0,9,673,59
20522074,692,692,2,0,0,674,19
20522371,989,989,2,0,0,674,23
20522580,1198,1198,2,0,0,674,66
20525123,3741,692,2,0,1,674,20
20525420,4038,989,2,0,1,674,7
20525629,4247,1198,2,0,1,674,35
20528172,6790,692,2,0,2,674,18
20528469,7087,989,2,0,2,674,22
20528678,7296,1198,2,0,2,674,79
20531221,9839,692,2,0,3,674,8
20531518,10136,989,2,0,3,674,5
20531727,10345,1198,2,0,3,674,15
20534270,12888,692,2,0,4,674,11
20534567,13185,989,2,0,4,674,4
20534776,13394,1198,2,0,4,674,104
20537319,15937,692,2,0,5,674,33
20537616,16234,989,2,0,5,674,50
20537825,16443,1198,2,0,5,674,133
20540368,18986,692,2,0,6,674,15
20540665,19283,989,2,0,6,674,42
20540874,19492,1198,2,0,6,674,115
20543417,22035,692,2,0,7,674,22
20543714,22332,989,2,0,7,674,7
20543923,22541,1198,2,0,7,674,20
20546466,25084,692,2,0,8,674,11
20546763,25381,989,2,0,8,674,13
20546972,25590,1198,2,0,8,674,18
20549515,28133,692,2,0,9,674,9
20549812,28430,989,2,0,9,674,12
20550021,28639,1198,2,0,9,674,82
20552564,692,692,2,0,0,675,30
20552861,989,989,2,0,0,675,15
20553070,1198,1198,2,0,0,675,40
20555613,3741,692,2,0,1,675,13
20555910,4038,989,2,0,1,675,5
20556119,4247,1198,2,0,1,675,48
20558662,6790,692,2,0,2,675,24
20558959,7087,989,2,0,2,675,17
20559168,7296,1198,2,0,2,675,54
20561711,9839,692,2,0,3,675,8
20562008,10136,989,2,0,3,675,9
20562217,10345,1198,2,0,3,675,18
20564760,12888,692,2,0,4,675,8
20565057,13185,989,2,0,4,675,4
20565266,13394,1198,2,0,4,675,72
20567809,15937,692,2,0,5,675,13
20568106,16234,989,2,0,5,675,33
20568315,16443,1198,2,0,5,675,97
20570858,18986,692,2,0,6,675,16
20571155,19283,989,2,0,6,675,41
20571364,19492,1198,2,0,6,675,96
20573907,22035,692,2,0,7,675,9
20574204,22332,989,2,0,7,675,10
20574413,22541,1198,2,0,7,675,16
20576956,25084,692,2,0,8,675,7
20577253,25381,989,2,0,8,675,9
20577462,25590,1198,2,0,8,675,14
20580005,28133,692,2,0,9,675,19
20580302,28430,989,2,0,9,675,12
20580511,28639,1198,2,0,9,675,69
20583054,692,692,2,0,0,676,18
20583351,989,989,2,0,0,676,6
20583560,1198,1198,2,0,0,676,52
20586103,3741,692,2,0,1,676,20
20586400,4038,989,2,0,1,676,11
20586609,4247,1198,2,0,1,676,20
20589152,6790,692,2,0,2,676,21
20589449,7087,989,2,0,2,676,28
20589658,7296,1198,2,0,2,676,77
20592201,9839,692,2,0,3,676,8
20592498,10136,989,2,0,3,676,5
20592707,10345,1198,2,0,3,676,12
20595250,12888,692,2,0,4,676,10
20595547,13185,989,2,0,4,676,1
20595756,13394,1198,2,0,4,676,51
20598299,15937,692,2,0,5,676,31
20598596,16234,989,2,0,5,676,27
20598805,16443,1198,2,0,5,676,95
20601348,18986,692,2,0,6,676,21
20601645,19283,989,2,0,6,676,27
20601854,19492,1198,2,0,6,676,57
20604397,22035,692,2,0,7,676,14
20604694,22332,989,2,0,7,676,5
20604903,22541,1198,2,0,7,676,16
20607446,25084,692,2,0,8,676,5
20607743,25381,989,2,0,8,676,4
20607952,25590,1198,2,0,8,676,14
20610495,28133,692,2,0,9,676,18
20610792,28430,989,2,0,9,676,10
20611001,28639,1198,2,0,9,676,53
20613544,692,692,2,0,0,677,20
20613841,989,989,2,0,0,677,11
20614050,1198,1198,2,0,0,677,47
20616593,3741,692,2,0,1,677,10
20616890,4038,989,2,0,1,677,5
20617099,4247,1198,2,0,1,677,26
20619642,6790,692,2,0,2,677,17
20619939,7087,989,2,0,2,677,18
20620148,7296,1198,2,0,2,677,74
20622691,9839,692,2,0,3,677,10
20622988,10136,989,2,0,3,677,4
20623197,10345,1198,2,0,3,677,20
20625740,12888,692,2,0,4,677,5
20626037,13185,989,2,0,4,677,11
20626246,13394,1198,2,0,4,677,49
20628789,15937,692,2,0,5,677,33
20629086,16234,989,2,0,5,677,29
20629295,16443,1198,2,0,5,677,108
20631838,18986,692,2,0,6,677,9
20632135,19283,989,2,0,6,677,24
20632344,19492,1198,2,0,6,677,78
20634887,22035,692,2,0,7,677,16
20635184,22332,989,2,0,7,677,4
20635393,22541,1198,2,0,7,677,16
20637936,25084,692,2,0,8,677,9
20638233,25381,989,2,0,8,677,6
20638442,25590,1198,2,0,8,677,23
20640985,28133,692,2,0,9,677,10
20641282,28430,989,2,0,9,677,17
20641491,28639,1198,2,0,9,677,67
20644034,692,692,2,0,0,678,19
20644331,989,989,2,0,0,678,17
20644540,1198,1198,2,0,0,678,42
20647083,3741,692,2,0,1,678,11
20647380,4038,989,2,0,1,678,1
20647589,4247,1198,2,0,1,678,38
20650132,6790,692,2,0,2,678,8
20650429,7087,989,2,0,2,678,11
20650638,7296,1198,2,0,2,678,71
20653181,9839,692,2,0,3,678,8
20653478,10136,989,2,0,3,678,4
20653687,10345,1198,2,0,3,678,18
20656230,12888,692,2,0,4,678,6
20656527,13185,989,2,0,4,678,10
20656736,13394,1198,2,0,4,678,61
20659279,15937,692,2,0,5,678,26
20659576,16234,989,2,0,5,678,28
20659785,16443,1198,2,0,5,678,110
20662328,18986,692,2,0,6,678,13
20662625,19283,989,2,0,6,678,27
20662834,19492,1198,2,0,6,678,72
20665377,22035,692,2,0,7,678,13
20665674,22332,989,2,0,7,678,1
20665883,22541,1198,2,0,7,678,23
20668426,25084,692,2,0,8,678,8
20668723,25381,989,2,0,8,678,11
20668932,25590,1198,2,0,8,678,28
20671475,28133,692,2,0,9,678,9
20671772,28430,989,2,0,9,678,19
20671981,28639,1198,2,0,9,678,49
20674524,692,692,2,0,0,679,18
20674821,989,989,2,0,0,679,10
20675030,1198,1198,2,0,0,679,67
20677573,3741,692,2,0,1,679,20
20677870,4038,989,2,0,1,679,4
20678079,4247,1198,2,0,1,679,40
20680622,6790,692,2,0,2,679,26
20680919,7087,989,2,0,2,679,20
20681128,7296,1198,2,0,2,679,63
20683671,9839,692,2,0,3,679,9
20683968,10136,989,2,0,3,679,7
20684177,10345,1198,2,0,3,679,24
20686720,12888,692,2,0,4,679,8
20687017,13185,989,2,0,4,679,15
20687226,13394,1198,2,0,4,679,78
20689769,15937,692,2,0,5,679,27
20690066,16234,989,2,0,5,679,51
20690275,16443,1198,2,0,5,679,126
20692818,18986,692,2,0,6,679,12
20693115,19283,989,2,0,6,679,38
20693324,19492,1198,2,0,6,679,83
20695867,22035,692,2,0,7,679,25
20696164,22332,989,2,0,7,679,6
20696373,22541,1198,2,0,7,679,32
20698916,25084,692,2,0,8,679,8
20699213,25381,989,2,0,8,679,8
20699422,25590,1198,2,0,8,679,15
20701965,28133,692,2,0,9,679,13
20702262,28430,989,2,0,9,679,18
20702471,28639,1198,2,0,9,679,56
20705014,692,692,2,0,0,680,25
20705311,989,989,2,0,0,680,20
20705520,1198,1198,2,0,0,680,70
20708063,3741,692,2,0,1,680,16
20708360,4038,989,2,0,1,680,1
20708569,4247,1198,2,0,1,680,40
20711112,6790,692,2,0,2,680,23
20711409,7087,989,2,0,2,680,20
20711618,7296,1198,2,0,2,680,82
20714161,9839,692,2,0,3,680,9
20714458,10136,989,2,0,3,680,5
20714667,10345,1198,2,0,3,680,18
20717210,12888,692,2,0,4,680,9
20717507,13185,989,2,0,4,680,11
20717716,13394,1198,2,0,4,680,102
20720259,15937,692,2,0,5,680,28
20720556,16234,989,2,0,5,680,47
20720765,16443,1198,2,0,5,680,187
20723308,18986,692,2,0,6,680,17
20723605,19283,989,2,0,6,680,45
20723814,19492,1198,2,0,6,680,93
20726357,22035,692,2,0,7,680,21
20726654,22332,989,2,0,7,680,11
20726863,22541,1198,2,0,7,680,27
20729406,25084,692,2,0,8,680,9
20729703,25381,989,2,0,8,680,16
20729912,25590,1198,2,0,8,680,17
20732455,28133,692,2,0,9,680,15
20732752,28430,989,2,0,9,680,24
20732961,28639,1198,2,0,9,680,64
20735504,692,692,2,0,0,681,25
20735801,989,989,2,0,0,681,19
20736010,1198,1198,2,0,0,681,82
20738553,3741,692,2,0,1,681,14
20738850,4038,989,2,0,1,681,11
20739059,4247,1198,2,0,1,681,48
20741602,6790,692,2,0,2,681,17
20741899,7087,989,2,0,2,681,13
20742108,7296,1198,2,0,2,681,105
20744651,9839,692,2,0,3,681,8
20744948,10136,989,2,0,3,681,4
20745157,10345,1198,2,0,3,681,23
20747700,12888,692,2,0,4,681,6
20747997,13185,989,2,0,4,681,16
20748206,13394,1198,2,0,4,681,88
20750749,15937,692,2,0,5,681,32
20751046,16234,989,2,0,5,681,39
20751255,16443,1198,2,0,5,681,164
20753798,18986,692,2,0,6,681,20
20754095,19283,989,2,0,6,681,36
20754304,19492,1198,2,0,6,681,130
20756847,22035,692,2,0,7,681,25
20757144,22332,989,2,0,7,681,7
20757353,22541,1198,2,0,7,681,28
20759896,25084,692,2,0,8,681,10
20760193,25381,989,2,0,8,681,13
20760402,25590,1198,2,0,8,681,16
20762945,28133,692,2,0,9,681,13
20763242,28430,989,2,0,9,681,19
20763451,28639,1198,2,0,9,681,58
20765994,692,692,2,0,0,682,23
20766291,989,989,2,0,0,682,14
20766500,1198,1198,2,0,0,682,47
20769043,3741,692,2,0,1,682,13
20769340,4038,989,2,0,1,682,4
20769549,4247,1198,2,0,1,682,31
20772092,6790,692,2,0,2,682,21
20772389,7087,989,2,0,2,682,21
20772598,7296,1198,2,0,2,682,83
20775141,9839,692,2,0,3,682,11
20775438,10136,989,2,0,3,682,6
20775647,10345,1198,2,0,3,682,22
20778190,12888,692,2,0,4,682,4
20778487,13185,989,2,0,4,682,3
20778696,13394,1198,2,0,4,682,63
20781239,15937,692,2,0,5,682,18
20781536,16234,989,2,0,5,682,22
20781745,16443,1198,2,0,5,682,81
20784288,18986,692,2,0,6,682,12
20784585,19283,989,2,0,6,682,26
20784794,19492,1198,2,0,6,682,75
20787337,22035,692,2,0,7,682,16
20787634,22332,989,2,0,7,682,4
20787843,22541,1198,2,0,7,682,19
20790386,25084,692,2,0,8,682,3
20790683,25381,989,2,0,8,682,10
20790892,25590,1198,2,0,8,682,14
20793435,28133,692,2,0,9,682,10
20793732,28430,989,2,0,9,682,15
20793941,28639,1198,2,0,9,682,41
20796484,692,692,2,0,0,683,21
20796781,989,989,2,0,0,683,3
20796990,1198,1198,2,0,0,683,38
20799533,3741,692,2,0,1,683,11
20799830,4038,989,2,0,1,683,11
20800039,4247,1198,2,0,1,683,31
20802582,6790,692,2,0,2,683,18
20802879,7087,989,2,0,2,683,11
20803088,7296,1198,2,0,2,683,59
20805631,9839,692,2,0,3,683,15
20805928,10136,989,2,0,3,683,5
20806137,10345,1198,2,0,3,683,19
20808680,12888,692,2,0,4,683,7
20808977,13185,989,2,0,4,683,5
20809186,13394,1198,2,0,4,683,46
20811729,15937,692,2,0,5,683,22
20812026,16234,989,2,0,5,683,22
20812235,16443,1198,2,0,5,683,110
20814778,18986,692,2,0,6,683,9
20815075,19283,989,2,0,6,683,32
20815284,19492,1198,2,0,6,683,69
20817827,22035,692,2,0,7,683,5
20818124,22332,989,2,0,7,683,1
20818333,22541,1198,2,0,7,683,18
20820876,25084,692,2,0,8,683,6
20821173,25381,989,2,0,8,683,10
20821382,25590,1198,2,0,8,683,15
20823925,28133,692,2,0,9,683,15
20824222,28430,989,2,0,9,683,8
20824431,28639,1198,2,0,9,683,54
20826974,692,692,2,0,0,684,23
20827271,989,989,2,0,0,684,15
20827480,1198,1198,2,0,0,684,50
20830023,3741,692,2,0,1,684,15
20830320,4038,989,2,0,1,684,6
20830529,4247,1198,2,0,1,684,27
20833072,6790,692,2,0,2,684,16
20833369,7087,989,2,0,2,684,14
20833578,7296,1198,2,0,2,684,61
20836121,9839,692,2,0,3,684,9
20836418,10136,989,2,0,3,684,2
20836627,10345,1198,2,0,3,684,23
20839170,12888,692,2,0,4,684,9
20839467,13185,989,2,0,4,684,11
20839676,13394,1198,2,0,4,684,64
20842219,15937,692,2,0,5,684,23
20842516,16234,989,2,0,5,684,23
20842725,16443,1198,2,0,5,684,94
20845268,18986,692,2,0,6,684,7
20845565,19283,989,2,0,6,684,20
20845774,19492,1198,2,0,6,684,80
20848317,22035,692,2,0,7,684,12
20848614,22332,989,2,0,7,684,9
20848823,22541,1198,2,0,7,684,15
20851366,25084,692,2,0,8,684,5
20851663,25381,989,2,0,8,684,6
20851872,25590,1198,2,0,8,684,11
20854415,28133,692,2,0,9,684,12
20854712,28430,989,2,0,9,684,15
20854921,28639,1198,2,0,9,684,49
20857464,692,692,2,0,0,685,15
20857761,989,989,2,0,0,685,7
20857970,1198,1198,2,0,0,685,42
20860513,3741,692,2,0,1,685,18
20860810,4038,989,2,0,1,685,6
20861019,4247,1198,2,0,1,685,31
20863562,6790,692,2,0,2,685,20
20863859,7087,989,2,0,2,685,10
20864068,7296,1198,2,0,2,685,61
20866611,9839,692,2,0,3,685,9
20866908,10136,989,2,0,3,685,4
20867117,10345,1198,2,0,3,685,19
20869660,12888,692,2,0,4,685,11
20869957,13185,989,2,0,4,685,6
20870166,13394,1198,2,0,4,685,71
20872709,15937,692,2,0,5,685,26
20873006,16234,989,2,0,5,685,29
20873215,16443,1198,2,0,5,685,105
20875758,18986,692,2,0,6,685,9
20876055,19283,989,2,0,6,685,61
20876264,19492,1198,2,0,6,685,66
20878807,22035,692,2,0,7,685,13
20879104,22332,989,2,0,7,685,7
20879313,22541,1198,2,0,7,685,22
20881856,25084,692,2,0,8,685,7
20882153,25381,989,2,0,8,685,9
20882362,25590,1198,2,0,8,685,16
20884905,28133,692,2,0,9,685,17
20885202,28430,989,2,0,9,685,15
20885411,28639,1198,2,0,9,685,54
20887954,692,692,2,0,0,686,31
20888251,989,989,2,0,0,686,9
20888460,1198,1198,2,0,0,686,52
20891003,3741,692,2,0,1,686,18
20891300,4038,989,2,0,1,686,8
20891509,4247,1198,2,0,1,686,48
20894052,6790,692,2,0,2,686,24
20894349,7087,989,2,0,2,686,19
20894558,7296,1198,2,0,2,686,65
20897101,9839,692,2,0,3,686,8
20897398,10136,989,2,0,3,686,5
20897607,10345,1198,2,0,3,686,12
20900150,12888,692,2,0,4,686,10
20900447,13185,989,2,0,4,686,8
20900656,13394,1198,2,0,4,686,117
20903199,15937,692,2,0,5,686,34
20903496,16234,989,2,0,5,686,42
20903705,16443,1198,2,0,5,686,136
20906248,18986,692,2,0,6,686,7
20906545,19283,989,2,0,6,686,43
20906754,19492,1198,2,0,6,686,78
20909297,22035,692,2,0,7,686,15
20909594,22332,989,2,0,7,686,3
20909803,22541,1198,2,0,7,686,27
20912346,25084,692,2,0,8,686,5
20912643,25381,989,2,0,8,686,11
20912852,25590,1198,2,0,8,686,23
20915395,28133,692,2,0,9,686,17
20915692,28430,989,2,0,9,686,13
20915901,28639,1198,2,0,9,686,54
20918444,692,692,2,0,0,687,25
20918741,989,989,2,0,0,687,15
20918950,1198,1198,2,0,0,687,68
20921493,3741,692,2,0,1,687,12
20921790,4038,989,2,0,1,687,6
20921999,4247,1198,2,0,1,687,52
20924542,6790,692,2,0,2,687,20
20924839,7087,989,2,0,2,687,24
20925048,7296,1198,2,0,2,687,94
20927591,9839,692,2,0,3,687,3
20927888,10136,989,2,0,3,687,5
20928097,10345,1198,2,0,3,687,22
20930640,12888,692,2,0,4,687,12
20930937,13185,989,2,0,4,687,13
20931146,13394,1198,2,0,4,687,107
20933689,15937,692,2,0,5,687,44
20933986,16234,989,2,0,5,687,64
20934195,16443,1198,2,0,5,687,190
20936738,18986,692,2,0,6,687,27
